title,dates,start,end,span,description,people,doctype,publisher,keywords,locations,filetype,item-id,source,type,format,rights,language,link,cdmid
Finnish Church Folder,8/21/1980 - 5/14/2015,8/21/1980,5/14/2015,1980-2015,47 pages of subject files containing and related to Finnish Church,"Eloheimo, John W.;",Legal Filings; Written History;,The Star-News;,Finnish log cabins and houses; Finnish Settlers; Idaho State Historical Society,"Long Valley; Roseberry, ID;",Subject Files,Finnish_Church,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/571,571
Gambling Folder,12/12/1976 - 12/12/1976,12/12/1976,12/12/1976,1976-1976,3 pages of subject files containing and related to Gambling,"Trudell, Joe; Crow, Stanley D.;",,Idaho Statesman;,Gambling; Editorial;,Idaho,Subject Files,Gambling,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/572,572
Geneological Library Folder,1/1/1952 - 1/1/1952,1/1/1952,1/1/1952,1952-1952,1 pages of subject files containing and related to Geneological Library,"Vincent, W. D.;",,Idaho Statesman;,Geneology; Sons of the American Revolution; State Historical Museum;,"Boise, ID;",Subject Files,Geneological_Library,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/573,573
General Stores Folder,1/1/1969 - 1/1/1969,1/1/1969,1/1/1969,1969-1969,1 pages of subject files containing and related to General Stores,B. M. DuRell; C. W. Moore;,,Idaho Statesman;,B. M. DuRell &amp; Co.; C. W. Moore; Idaho City; Advertising;,"Boise, ID; Idaho City, ID;",Subject Files,General_Stores,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/574,574
Geology Folder,6/27/1919 - 12/19/2013,6/27/1919,12/19/2013,1919-2013,76 pages of subject files containing and related to Geology,,Bulletin;,Idaho Geology; Idaho Encyclopedia; Cascade News; Idaho Statesman; Payette Lakes Star; The Star-News;,Glaciation; Quaternary; peneplain; altiplanation; Mining; Eocene; Oligocene; Miocene; Pliocene; Pleistocene; Fossils; Volcano; Ice Age; Earthquakes;,Payette National Forest;,Subject Files,Geology,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/575,575
Ghost Towns: Graham Folder,8/20/1973 - 8/20/1973,8/20/1973,8/20/1973,1973-1973,4 pages of subject files containing and related to Ghost Towns: Graham,"Graham, Matthew;",,Idaho Statesman;,Ghost Town; Silver Mines; Gold Mines; Mines &amp; Mining; London; Tramway,"Graham, ID;",Subject Files,Ghost_Towns-Graham,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/576,576
Ghost Towns: Salmon River Folder,6/1/1998 - 6/1/1998,6/1/1998,6/1/1998,1998-1998,3 pages of subject files containing and related to Ghost Towns: Salmon River,Custer; Split Nose Bess; Col. McFadden;,,Idaho Statesman;,Mines &amp; Mining; Gold Mines; Bonanza; Custer; Yankee Fork; General Custer Mine; Lucky Boy Mine;,Salmon River;,Subject Files,Ghost_Towns-Salmon_River,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/577,577
Ghost Towns: Silver City and Vicinity Folder,8/19/1973 - 11/9/1998,8/19/1973,11/9/1998,1973-1998,21 pages of subject files containing and related to Ghost Towns: Silver City and Vicinity,"Hart, Arthur; Dewey, William H.; Lemp, John; Eastman, Hosea B.; DeLamar, Joseph R.; Regan, Timothy; Moore, C. W.; Bachman ; Sheriff Tim Nettleton;",,Idaho Outdoor Guide; Idaho Statesman;,Cumberland Mill; Silver City; Sinker Creek;,"Silver City, ID; DeLamar, ID;",Subject Files,Ghost_Towns-Silver_City_and_Vicinity,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/578,578
Girl Scouts Folder,6/20/1973 - 5/26/2016,6/20/1973,5/26/2016,1973-2016,16 pages of subject files containing and related to Girl Scouts,"Johnson, Mrs. Lloyd; Clark, Mrs. Sterling; Kerby, Mrs. Fred; Bayok, Mrs. Fred; Brown, Mrs. Warren; Hague, Mrs. Lloyd; Chairman Cecil Andrus;",,Idaho Statesman; Payette Lakes Star; The Star-News;,Silver Sage Council; Girl Scouts of America; Silver Sage Council; Camp Alice Pittenger; Seabees&apos; Detatchment 13-4;,"McCall, ID;",Subject Files,Girl_Scouts,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/579,579
"Glenns Ferry, Idaho Folder",7/26/1964 - 7/26/1964,7/26/1964,7/26/1964,1964-1964,"1 pages of subject files containing and related to Glenns Ferry, Idaho","Glenn, Gustavus P. (Gus);",,Idaho Statesman;,"Glenn, Gustavus P. (Gus); Railroad;","Glenns Ferry, ID; Snake River;",Subject Files,Glenns_Ferry_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/580,580
Goose Creek Hydroelectrical Project Folder,9/3/1989 - 9/3/1989,9/3/1989,9/3/1989,1989-1989,1 pages of subject files containing and related to Goose Creek Hydroelectrical Project,"Rowell, Peter;",,Idaho Statesman;,Hydroelectrical; Nez Perce Indian Tribe; Western Hydro Electric Inc.;,Goose Creek;,Subject Files,Goose_Creek_Hydroelectrical_Project,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/581,581
Heartland Hunger Resource Center (Food Bank) Folder,6/12/1997 - 11/12/2015,6/12/1997,11/12/2015,1997-2015,26 pages of subject files containing and related to Heartland Hunger Resource Center (Food Bank),"Bevington, Janet; Harding, Gabrielle; Gabbert, Friede; Arbach, Linda Klind;",,The Star-News;,"Friends Against Hunger, Inc.; Idaho Foodbank Warehouse, Inc.; WICAP; McCall Health and Welfare;","McCall, ID;",Subject Files,Heartland_Hunger_Resource_Center_(Food_Bank),McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/582,582
Hells Canyon Folder,5/1/1962 - 4/10/2003,5/1/1962,4/10/2003,1962-2003,149 pages of subject files containing and related to Hells Canyon,"Smith, Si; Vermillion, Dave; McKenzie, Donald; Hunt, Wilson Price; Chea-Yow;",Travel Brochures;,High Country News; Idaho Statesman; Incredible Idaho Magazine; Sunset Magazine; Travel Magazine;,Seven Devils; Steamboat; Dams; Hydroelectric; Hells Canyon Alliance; Sturgeon Fishing;,Hells Canyon,Subject Files,Hells_Canyon,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/583,583
High Country Elder Care Folder,7/20/1994 - 8/10/1995,7/20/1994,8/10/1995,1994-1995,5 pages of subject files containing and related to High Country Elder Care,"Valle, Caroline; Baker, Tracy Moudy;",,The Long Valley Advocate; The Star-News;,,"McCall, ID;",Subject Files,High_Country_Elder_Care,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/584,584
High Country Magazine Folder,1/28/1979 - 9/1/1980,1/28/1979,9/1/1980,1979-1980,3 pages of subject files containing and related to High Country Magazine,"Peurasaari, Leo; Peurasaari, Jule;",,Idaho Statesman;,,"Council, ID;",Subject Files,High_Country_Magazine,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/585,585
"Greenleaf, Idaho Folder",1/26/1976 - 1/26/1976,1/26/1976,1/26/1976,1976-1976,"2 pages of subject files containing and related to Greenleaf, Idaho","Brown, William; Binford, I. S.;",,Idaho Statesman;,Friends Church and Academy; Society of Friends;,"Greenleaf, ID;",Subject Files,Greenleaf_Idaho,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/586,586
High Valley Developmental Services Folder,6/4/2015 - 6/4/2015,6/4/2015,6/4/2015,2015-2015,1 pages of subject files containing and related to High Valley Developmental Services,"Tindle, Lon; Tolman; Rick;",,The Star-News;,Disabled; Medicaid,"McCall, ID;",Subject Files,High_Valley_Developmental_Services,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/587,587
Highland Christian Academy Folder,5/9/1996 - 8/2/2012,5/9/1996,8/2/2012,1996-2012,2 pages of subject files containing and related to Highland Christian Academy,"Schrage, Anna;",,The Star-News;,McCall Baptist Church; A-Beka;,"McCall, ID;",Subject Files,Highland_Christian_Academy,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/588,588
Horse Racing Folder,10/1/1865 - 1/1/1935,1865-10-01,1/1/1935,1865-1935,3 pages of subject files containing and related to Horse Racing,"Hart, Arthur; Earley, John; Hailey, John; Ranf, Philip",,Idaho Statesman;,Idaho Jockey Club; Star Ranch;,"Boise City, ID;",Subject Files,Horse_Racing,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/589,589
Horseback riding accidents Folder,8/12/1987 - 8/21/1997,8/12/1987,8/21/1997,1987-1997,2 pages of subject files containing and related to Horseback riding accidents,"Jewkes, Jacque S.; Hartley, Hanna;",,The Star-News;,Epley&apos;s Stables,"Yellow Pine, ID;",Subject Files,Horseback_riding_accidents,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/590,590
"Horsebackriding, Horses &amp; Horseshoes Folder",1/1/1980 - 11/1/2012,1/1/1980,11/1/2012,1980-2012,"10 pages of subject files containing and related to Horsebackriding, Horses &amp; Horseshoes",,,High Country News; The Star-News;,Horsemens&apos; Clubs; Horse Snowshoes; Horsemen Club; 4-H; Pony Club; Quarter Horse Association World Championship; Cowboy Mounted Shooting Association World Championship,"Donnelly, ID; Council, ID; McCall, ID; Grangeville, ID;",Subject Files,Horsebackriding_Horses_&amp;_Horseshoes,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/591,591
Horseshoe Bend (Idaho) Folder,1/1/1935 - 6/21/2012,1/1/1935,6/21/2012,1935-2012,11 pages of subject files containing and related to Horseshoe Bend (Idaho),"Mr. Miner; Mr. Lynch; Fairchild, Perry;",,Cascade News; Idaho Statesman; The Long Valley Advocate; The Star-News;,Historic Stopping Places; Hoff Lumber Company; Highway 55; Community hall; Folwell&apos;s Brocery &amp; Service;,"Horseshoe Bend, ID;",Subject Files,Horseshoe_Bend_(Idaho),McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/592,592
Horsethief Reservoir Folder,3/7/1995 - 6/16/2016,3/7/1995,6/16/2016,1995-2016,4 pages of subject files containing and related to Horsethief Reservoir,,,Idaho Statesman; The Star-News;,YMCA Camp; campers; overcrowding; Y camp,Horsethief Reservoir;,Subject Files,Horsethief_Reservoir,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/593,593
Hotel McCall Folder,9/1/1988 - 8/29/1993,9/1/1988,8/29/1993,1988-1993,10 pages of subject files containing and related to Hotel McCall,"Luce, Laurence C.; Wheatcroft, Peggy; Kirk, Chris",Pamphlet;,Idaho Statesman; The Star-News;,Hotel McCall; grand re-opening;,"McCall, ID;",Subject Files,Hotel_McCall,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/594,594
Headstart Folder,8/31/1995 - 8/31/1995,8/31/1995,8/31/1995,1995-1995,1 pages of subject files containing and related to Headstart,,,The Star-News;,WICAP Head Start Center; Western Idaho Community Action Program;,"Donnelly, ID; McCall, ID;",Subject Files,Headstart,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/595,595
Hunting Folder,1/24/1994 - 10/22/1998,1/24/1994,10/22/1998,1994-1998,7 pages of subject files containing and related to Hunting,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Licenses; Fees; Lost Hunters; Decoys; Elk; Game Protection; Fee increase; hunting season; poaching; long bow; mountain goat;,Valley County;,Subject Files,Hunting,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/596,596
Hunting Accidents Folder,4/10/1985 - 10/23/1996,4/10/1985,10/23/1996,1985-1996,3 pages of subject files containing and related to Hunting Accidents,"Walker, Larry; Chicklero, Tandy; Beachman, Cliff; Paulson, Jerry; Smith, Steven Kent; Evans, Travis Ralph",,Long Valley Advocate; The Star-News;,Shooting Accidents; Falling Accidents;,"North Bend, WA; South Fork Salmon River; Cascade, ID;",Subject Files,Hunting_Accidents,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/597,597
Heartland Alternative High School Folder,12/24/1994 - 12/24/1994,12/24/1994,12/24/1994,1994-1994,1 pages of subject files containing and related to Heartland Alternative High School,"Colton, Ralph;",,The Long Valley Advocate;,McCall-Donnelly High School;,"McCall, ID;",Subject Files,Heartland_Alternative_High_School,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/598,598
Idaho Conservation League Folder,3/4/1993 - 6/14/1995,3/4/1993,6/14/1995,1993-1995,3 pages of subject files containing and related to Idaho Conservation League,,,The Long Valley Advocate; The Star-News;,Environmental Activists; Lobbying; public notices bill; proposed wilderness plan; fire-damaged timber;,"Boise, ID;",Subject Files,Idaho_Conservation_League,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/599,599
Idaho Department of Fish and Game Folder,1/12/1905 - 6/9/2016,1/12/1905,6/9/2016,1905-2016,49 pages of subject files containing and related to Idaho Department of Fish and Game,,,Idaho Statesman; The Long Valley Advocate; The Star-News;,Poaching; Feeding; Safety from Hazzards; big game; IDFG; preservation; feeding; elk; bald eagle; salmon poacher; moose poaching,Garden Valley; Payette National Forest; Warm Lake;,Subject Files,Idaho_Department_of_Fish_and_Game,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/600,600
Idaho Department of Health and Welfare Folder,4/29/2010 - 4/29/2010,4/29/2010,4/29/2010,2010-2010,1 pages of subject files containing and related to Idaho Department of Health and Welfare,"Pippenger, Paul",,The Star-News;,operating expenses; state;,"McCall, ID;",Subject Files,Idaho_Department_of_Health_and_Welfare,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/601,601
Idaho: Botany Folder,5/13/2006 - 5/13/2006,5/13/2006,5/13/2006,2006-2006,1 pages of subject files containing and related to Idaho: Botany,Sacajawea,,Idaho Statesman;,Sacajawea&apos;s Bitterroot; Lewisia sacajaweana,Boise National Forest; Central Idaho;,Subject Files,Idaho-Botany,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/602,602
Idaho Department of Labor Folder,3/14/2013 - 3/14/2013,3/14/2013,3/14/2013,2013-2013,1 pages of subject files containing and related to Idaho Department of Labor,"Rowland, Pat;",,The Star-News;,Creative Leaders; IDL; Leading through Creativity;,"McCall, ID;",Subject Files,Idaho_Department_of_Labor,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/603,603
Idaho Department of Lands Folder,12/22/1986 - 2/18/2016,12/22/1986,2/18/2016,1986-2016,25 pages of subject files containing and related to Idaho Department of Lands,"Jorgensen; Keafer, Sheldon;",,Idaho Statesman; The Star-News;,Payette Lake Lots; Leases; Forestry; University of Idaho McCall Field Campus; Southern Idaho Timber Protective Association; Box Creek timber sale;,"McCall, ID;",Subject Files,Idaho_Department_of_Lands,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/604,604
Idaho Department of Parks and Recreation Folder,2/18/2016 - 2/18/2016,2/18/2016,2/18/2016,2016-2016,4 pages of subject files containing and related to Idaho Department of Parks and Recreation,,,The Star-News;,North Beach; Alcohol Ban; Idaho Parks and Recreation Board; Avalanche Beacons;,"McCall, ID; Payette Lake; Horsetheif Reservoir;",Subject Files,Idaho_Department_of_Parks_and_Recreation,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/605,605
Idaho Department of Transportation Folder,7/5/2012 - 5/19/2016,7/5/2012,5/19/2016,2012-2016,10 pages of subject files containing and related to Idaho Department of Transportation,,,The Star-News;,Highway 55; Pavement Overlay; Highway 95; Springs Fire; Lardo Bridge; Goose Creek Grade; Gold Fork River Bridge;,"McCall, ID; Goose Creek Grade; Gold Fork;",Subject Files,Idaho_Department_of_Transportation,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/606,606
Idaho: Descriptions and Travel Folder,9/1/1914 - 7/1/1974,9/1/1914,7/1/1974,1914-1974,118 pages of subject files containing and related to Idaho: Descriptions and Travel,"Miller, Pauline;",Tourisim Pamphlets;,High Country News; Idaho Statesman; Incredible Idaho magazine; Sunset magazine;,Loafing; Northwest Passage; Polo; Tourism; History; Highway 15; Highway 21; Sawtooth; Doumecq Plain; Les Bois; Hobo signs;,"Van Wyck, ID; Crawford, ID; Round Valley; Long Valley; Thunder City, ID; South Fork Boise River;",Subject Files,Idaho-Descriptions_and_Travel,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/607,607
Idaho Heritage Trust Folder,4/30/1970 - 1/4/2000,4/30/1970,1/4/2000,1970-2000,4 pages of subject files containing and related to Idaho Heritage Trust,"Samuelson, Ruby; Anderson, Mrs. Cliff; Pace, Gaetha;",,Idaho Statesman;,Idaho Heritage on Wheels; Idaho&apos;s First Ladies; Idaho&apos;s First Lady&apos;s Luncheon; First Ladies;,"McCall, ID; Cascade, ID; Boise, ID;",Subject Files,Idaho_Heritage_Trust,McCall Public Library,text,application/pdf,http://rightsstatements.org/page/InC-EDU/1.0/?language=en,eng,http://digital.lib.uidaho.edu:80/cdm/ref/collection/mccall/id/608,608
